,Date(UTC),ETHPerDay,NetworkDifficulty[TH/s],ETHPriceUSD,TotalBlocks,PowerCoast,Inflação,Multiple_GPUPrice,R$_DollarPrice,ETHPriceBRL,R$_GPUPrice,ETH/dia,USD_Revenue,USD_Coast,USD_Profit/day,USD_Profit/month,Indicador,Multiple_Difficulty/LastDifficulty,USD_GPUPrice,Pays_itself/months,Date
609,2017-03-30,30819.84375,236.982,51.91,5910.0,0.751783,0.8447,,3.1241,162.17203099999998,293.446708167725,0.07528986523296956,12.20991035854696,2.52599088,9.68391947854696,290.5175843564088,0.2068803787926094,0.0239032781751033,93.92999845322653,1.0100824320765476,2017-03-30
610,2017-03-31,31208.28125,240.139,49.91,5971.0,0.751783,0.8447,,3.1678,158.104898,293.446708167725,0.07446788349606617,11.773737124421425,2.52599088,9.247746244421425,277.43238733264275,0.21454452849643782,0.02422171016233778,92.63422822391722,1.0577233285163674,2017-03-31
611,2017-04-01,30850.9375,239.048,50.6,5926.0,0.751783,0.8447,,3.1678,160.29068,293.446708167725,0.07451273983041946,11.94369773608102,2.52599088,9.41770685608102,282.5312056824306,0.21149152765053406,0.024111666038779712,92.63422822391722,1.038634679163772,2017-04-01
612,2017-04-02,30440.78125,242.037,48.55,5846.0,0.751783,0.8447,,3.1678,153.79669,293.446708167725,0.0736078529885398,11.320644147644028,2.52599088,8.794653267644028,263.8395980293208,0.2231313737147803,0.02441315264310149,92.63422822391722,1.1122163252201205,2017-04-02
613,2017-04-03,31186.25,225.778,44.13,5979.0,0.751783,0.8447,,3.1161,137.513493,293.446708167725,0.07904272595217474,10.8694413419253,2.52599088,8.3434504619253,250.30351385775901,0.23239380944601262,0.02277318251942541,94.17114603758705,1.172363518374269,2017-04-03
614,2017-04-04,31055.3125,240.588,44.43,5932.0,0.751783,0.8447,,3.1225,138.732675,293.446708167725,0.07445086157255923,10.328767182015849,2.52599088,7.8027763020158485,234.08328906047547,0.24455879733625738,0.024266998715479455,93.97812911696556,1.2535995599921401,2017-04-04
615,2017-04-05,31235.3125,246.279,44.9,5986.0,0.751783,0.8447,,3.0917,138.81733,293.446708167725,0.0724921014727338,10.063159972533974,2.52599088,7.537169092533974,226.11507277601922,0.2510136862470982,0.024841023561647153,94.91435396957175,1.2977759711684584,2017-04-05
616,2017-04-06,30724.375,248.619,43.23,5880.0,0.751783,0.8447,,3.1154,134.678742,293.446708167725,0.07190851898540598,9.684548876037594,2.52599088,7.158557996037594,214.75673988112783,0.26082690193758434,0.02507704853793118,94.1923053757864,1.3664144293220024,2017-04-06
617,2017-04-07,31074.53125,249.575,42.31,5946.0,0.751783,0.8447,,3.1296,132.413376,293.446708167725,0.07164527102734589,9.486792211165858,2.52599088,6.960801331165857,208.82403993497573,0.2662639619140108,0.0251734758359344,93.76492464459515,1.4052343219635983,2017-04-07
618,2017-04-08,30915.625,252.485,44.37,5936.0,0.751783,0.8447,,3.1296,138.86035199999998,293.446708167725,0.07057607222483447,9.800218231917937,2.52599088,7.274227351917936,218.22682055753808,0.25774843174136697,0.025466994075672232,93.76492464459515,1.3446867228235784,2017-04-08
619,2017-04-09,30242.03125,253.175,43.72,5797.0,0.751783,0.8447,,3.1296,136.826112,293.446708167725,0.07050107955342858,9.646388607098327,2.52599088,7.120397727098327,213.61193181294982,0.26185871033033453,0.025536591184063675,93.76492464459515,1.3737374390896986,2017-04-09
620,2017-04-10,30037.1875,255.973,43.74,5758.0,0.751783,0.8447,,3.1403,137.356722,293.446708167725,0.06972722395240791,9.577502916262633,2.52599088,7.051512036262633,211.54536108787897,0.2637421154642364,0.025818812501859707,93.44543775044582,1.3871573768323997,2017-04-10
621,2017-04-11,30450.46875,261.037,43.74,5849.0,0.751783,0.8447,,3.1418,137.422332,293.446708167725,0.06823688920206887,9.377272442573924,2.52599088,6.851281562573924,205.53844687721772,0.26937373265723874,0.026329594758228218,93.40082378500381,1.4276974095411985,2017-04-11
622,2017-04-12,30217.03125,260.942,46.38,5779.0,0.751783,0.8447,,3.1457,145.897566,293.446708167725,0.06855893157866765,10.002581244888148,2.52599088,7.476590364888148,224.29771094664443,0.25253390281542737,0.026320012547652587,93.28502659749022,1.308291140953862,2017-04-12
623,2017-04-13,30339.84375,254.806,49.97,5798.0,0.751783,0.8447,,3.1263,156.221211,293.446708167725,0.07026424870652903,10.976766022939149,2.52599088,8.450775142939149,253.52325428817446,0.23012159270965662,0.025701102609841132,93.86389923159165,1.1574745243454883,2017-04-13
624,2017-04-14,30989.6875,271.575,47.32,5908.0,0.751783,0.8447,,3.1263,147.936516,293.446708167725,0.0660839281577393,9.77622609525025,2.52599088,7.25023521525025,217.50705645750747,0.25838098008261545,0.02739251407450219,93.86389923159165,1.3491364967510984,2017-04-14
625,2017-04-15,29998.125,272.397,48.89,5721.0,0.751783,0.8447,,3.1263,152.844807,293.446708167725,0.06586106829381919,10.066522272182613,2.52599088,7.540531392182613,226.2159417654784,0.25092984565088705,0.027475425412325043,93.86389923159165,1.2971972968728516,2017-04-15
626,2017-04-16,30507.1875,272.581,48.22,5820.0,0.751783,0.8447,,3.1263,150.750186,293.446708167725,0.06579494596082797,9.918600341454766,2.52599088,7.392609461454766,221.77828384364298,0.2546721102817932,0.02749398464122943,93.86389923159165,1.3231534805031195,2017-04-16
627,2017-04-17,30647.5,275.532,47.94,5861.0,0.751783,0.8447,,3.103,148.75782,293.446708167725,0.06493221471857569,9.659174709307234,2.52599088,7.133183829307233,213.995514879217,0.26151208110627155,0.027791638361320953,94.56871033442634,1.3712750397285274,2017-04-17
628,2017-04-18,30516.71875,282.74,49.88,5861.0,0.751783,0.8447,,3.0952,154.38857600000003,293.446708167725,0.06300685300330303,9.72753831342128,2.52599088,7.201547433421279,216.04642300263836,0.25967421547081854,0.028518675980575347,94.80702641759012,1.3582576563377835,2017-04-18
629,2017-04-19,29612.1875,288.751,47.88,5718.0,0.751783,0.8447,,3.1288,149.80694400000002,293.446708167725,0.061363732920374586,9.192713301233512,2.52599088,6.666722421233512,200.00167263700536,0.2747818622452909,0.02912497774657675,93.78889931210847,1.467221270195667,2017-04-19
630,2017-04-20,30422.1875,283.972,49.36,5859.0,0.751783,0.8447,,3.1447,155.22239199999999,293.446708167725,0.06256051985653678,9.710793536895135,2.52599088,7.184802656895135,215.54407970685406,0.2601219838937739,0.02864294212193514,93.31469080285083,1.3614231880867276,2017-04-20
631,2017-04-21,30477.34375,290.823,48.27,5878.0,0.751783,0.8447,,3.1447,151.794669,293.446708167725,0.06099970152286796,9.259429501762538,2.52599088,6.733438621762538,202.00315865287615,0.2728019992505128,0.029333970802500046,93.31469080285083,1.452683760613794,2017-04-21
632,2017-04-22,29990.3125,297.111,48.41,5792.0,0.751783,0.8447,,3.1447,152.23492699999997,293.446708167725,0.05962695550973555,9.077305219256838,2.52599088,6.551314339256837,196.53943017770513,0.2782754153337596,0.029968212277232516,93.31469080285083,1.4930678688871701,2017-04-22
633,2017-04-23,30491.25,298.451,48.75,5864.0,0.751783,0.8447,,3.1447,153.304125,293.446708167725,0.059609730337382816,9.138417550858428,2.52599088,6.612426670858428,198.37280012575283,0.27641447394387425,0.030103371879036195,93.31469080285083,1.4792688714466031,2017-04-23
634,2017-04-24,29785.46875,295.212,49.94,5721.0,0.751783,0.8447,,3.1245,156.03752999999998,293.446708167725,0.060340292739665694,9.415350238574366,2.52599088,6.8893593585743655,206.68078075723096,0.2682843246394704,0.029776668931094322,93.91797348943031,1.4198064623745061,2017-04-24
635,2017-04-25,30757.8125,298.308,50.09,5897.0,0.751783,0.8447,,3.1571,158.139139,293.446708167725,0.05982302164878048,9.460361135916505,2.52599088,6.934370255916505,208.03110767749516,0.26700787038773927,0.030088948130485498,92.9481828791375,1.4105905190998995,2017-04-25
636,2017-04-26,29332.1875,308.931,53.28,5637.0,0.751783,0.8447,,3.1841,169.648848,293.446708167725,0.0576293678644962,9.776755869179999,2.52599088,7.250764989179999,217.52294967539996,0.25836697916973367,0.031160441003590302,92.16001638382117,1.3490379226910205,2017-04-26
637,2017-04-27,29330.0,313.696,63.14,5642.0,0.751783,0.8447,,3.1757,200.513698,293.446708167725,0.056699460766681795,11.369018552933282,2.52599088,8.843027672933282,265.29083018799844,0.22218196480542093,0.031641064512989196,92.40378756422993,1.1061321190776698,2017-04-27
638,2017-04-28,29682.03125,328.633,72.42,5697.0,0.751783,0.8447,,3.1978,231.584676,293.446708167725,0.054243181683112617,12.56188965529277,2.52599088,10.03589877529277,301.0769632587831,0.20108367047593914,0.03314769061160224,91.76518486701012,0.9746567953639823,2017-04-28
639,2017-04-29,29217.65625,342.092,69.83,5626.0,0.751783,0.8447,,3.1978,223.302374,293.446708167725,0.05194116158182381,11.598584689538852,2.52599088,9.072593809538851,272.1778142861655,0.21778440625417644,0.034505237686733324,91.76518486701012,1.0781433782078855,2017-04-29
640,2017-04-30,29368.59375,332.584,79.83,5648.0,0.751783,0.8447,,3.1978,255.280374,293.446708167725,0.05349288731521719,13.655684280168499,2.52599088,11.129693400168499,333.890802005055,0.18497724670365853,0.03354620970617412,91.76518486701012,0.8788702965327039,2017-04-30
641,2017-05-01,29357.5,336.173,77.53,5624.0,0.751783,0.8447,,3.1978,247.925434,293.446708167725,0.053127558251596055,13.171672936887234,2.52599088,10.645682056887233,319.370461706617,0.19177449152460882,0.03390821553518411,91.76518486701012,0.9188285810767737,2017-05-01
642,2017-05-02,29436.40625,335.2,77.25,5619.0,0.751783,0.8447,,3.1718,245.02155000000002,293.446708167725,0.053472522799179904,13.101920418665399,2.52599088,10.575929538665399,317.27788615996195,0.19279546809041795,0.03381007352581473,92.51740594228039,0.9248886259276765,2017-05-02
643,2017-05-03,29552.65625,339.479,80.37,5649.0,0.751783,0.8447,,3.1483,253.028871,293.446708167725,0.052725530931619996,13.341081564503387,2.52599088,10.815090684503387,324.4527205351016,0.1893392876572244,0.03424167646321616,93.20798785621605,0.9044359612203585,2017-05-03
644,2017-05-04,29426.5625,336.421,94.55,5649.0,0.751783,0.8447,,3.1774,300.42316999999997,293.446708167725,0.052977784046073215,15.91575382269674,2.52599088,13.38976294269674,401.6928882809022,0.15871009995126956,0.033933230148055236,92.35434889145999,0.730525027275362,2017-05-04
645,2017-05-05,29698.90625,349.788,90.79,5675.0,0.751783,0.8447,,3.1758,288.33088200000003,293.446708167725,0.051189231750645284,14.75943633956596,2.52599088,12.23344545956596,367.0033637869788,0.17114412921234115,0.035281497608734134,92.40087794184929,0.7995749824735977,2017-05-05
646,2017-05-06,29703.4375,349.26,94.82,5678.0,0.751783,0.8447,,3.1758,301.129356,293.446708167725,0.051247348769824966,15.432081131764782,2.52599088,12.906090251764782,387.18270755294344,0.1636843960598808,0.03522824069100851,92.40087794184929,0.7579024125905701,2017-05-06
647,2017-05-07,29880.15625,353.593,90.46,5718.0,0.751783,0.8447,,3.1758,287.282868,293.446708167725,0.05056429806811668,14.52625656741542,2.52599088,12.00026568741542,360.0079706224626,0.1738913854561937,0.03566529035863188,92.40087794184929,0.8151116978336574,2017-05-07
648,2017-05-08,29425.9375,353.828,88.39,5640.0,0.751783,0.8447,,3.1932,282.24694800000003,293.446708167725,0.05045078580072203,14.23958031645553,2.52599088,11.71358943645553,351.4076830936659,0.17739222813195674,0.03568899372163476,91.89737823115526,0.8350605928257643,2017-05-08
649,2017-05-09,29755.0,365.57,86.27,5672.0,0.751783,0.8447,,3.1851,274.778577,293.446708167725,0.04909780900148088,13.491026091244706,2.52599088,10.965035211244706,328.9510563373412,0.1872348969541536,0.036873354948783084,92.13108165135317,0.8920679916187705,2017-05-09
650,2017-05-10,29614.84375,363.679,87.83,5648.0,0.751783,0.8447,,3.16,277.5428,293.446708167725,0.04932935782011855,13.691008091597597,2.52599088,11.165017211597597,334.95051634792793,0.18449999175372947,0.03668261852564073,92.86288233155854,0.8760897322006481,2017-05-10
651,2017-05-11,29734.53125,369.262,88.2,5702.0,0.751783,0.8447,,3.1553,278.29746,293.446708167725,0.048317915981405946,13.446753290118682,2.52599088,10.920762410118682,327.6228723035605,0.187851359023313,0.037245749911364555,93.0012069114585,0.8956844377331219,2017-05-11
652,2017-05-12,29889.6875,379.251,85.15,5688.0,0.751783,0.8447,,3.1284,266.38326,293.446708167725,0.047407164534732996,12.628475036118559,2.52599088,10.102484156118559,303.0745246835568,0.2000234290185824,0.03825329413704881,93.80089124399852,0.968232841325465,2017-05-12
653,2017-05-13,29253.28125,378.491,87.96,5591.0,0.751783,0.8447,,3.1284,275.174064,293.446708167725,0.04729753047839724,13.015053678904433,2.52599088,10.489062798904433,314.671883967133,0.1940822483194422,0.03817663645244374,93.80089124399852,0.9325482291845784,2017-05-13
654,2017-05-14,28217.5,404.779,88.72,5402.0,0.751783,0.8447,,3.1284,277.551648,293.446708167725,0.04415246034233321,12.254588131269227,2.52599088,9.728597251269226,291.8579175380768,0.2061261343867278,0.04082818541678329,93.80089124399852,1.0054437126223958,2017-05-14
655,2017-05-15,28462.34375,414.048,90.32,5401.0,0.751783,0.8447,,3.1005,280.03716,293.446708167725,0.043546646854132565,12.194679312554216,2.52599088,9.668688432554216,290.0606529766265,0.2071387705455719,0.0417631065728417,94.64496312456862,1.0116736108684528,2017-05-15
656,2017-05-16,28717.96875,417.08,87.8,5457.0,0.751783,0.8447,,3.0918,271.46004,293.446708167725,0.04317072362512155,11.719126362104442,2.52599088,9.193135482104442,275.7940644631332,0.21554429928908111,0.042068930388266125,94.91128409590691,1.0640066121036897,2017-05-16
657,2017-05-17,27898.90625,408.104,86.98,5325.0,0.751783,0.8447,,3.107,270.24686,293.446708167725,0.04392438022564256,11.870425833425994,2.52599088,9.344434953425994,280.3330486027798,0.21279698937902036,0.041163562786930466,94.44696110966365,1.0467788569000536,2017-05-17
658,2017-05-18,28480.78125,414.448,95.88,5462.0,0.751783,0.8447,,3.3756,323.65252799999996,293.446708167725,0.043046622579750074,13.932148219797991,2.52599088,11.406157339797991,342.1847201939397,0.18130663269936312,0.04180345272263383,86.93171826274587,0.8575681228589297,2017-05-18
659,2017-05-19,28381.25,431.65,124.38,5424.0,0.751783,0.8447,,3.2872,408.86193599999996,293.446708167725,0.04147525086389025,16.957651364295838,2.52599088,14.431660484295838,432.94981452887515,0.14895876945072997,0.04353853889444489,89.26950236302172,0.6777845799219158,2017-05-19
660,2017-05-20,28652.03125,439.714,123.06,5489.0,0.751783,0.8447,,3.2872,404.522832,293.446708167725,0.04061634323560086,16.4302381911493,2.52599088,13.9042473111493,417.127419334479,0.1537403688621331,0.044351917274254464,89.26950236302172,0.7034941712436816,2017-05-20
661,2017-05-21,28654.0625,451.327,148.0,5437.0,0.751783,0.8447,,3.2872,486.50559999999996,293.446708167725,0.03995254817816277,19.43713842294598,2.52599088,16.911147542945983,507.3344262883795,0.12995693219008056,0.04552326686809482,89.26950236302172,0.5784088225878126,2017-05-21
662,2017-05-22,28769.21875,463.103,160.39,5468.0,0.751783,0.8447,,3.2857,526.9934229999999,293.446708167725,0.038871463909413796,20.485005822642933,2.52599088,17.95901494264293,538.770448279288,0.12330925858014241,0.04671105751797547,89.31025600868156,0.5446599922191872,2017-05-22
663,2017-05-23,28576.09375,448.717,169.5,5419.0,0.751783,0.8447,,3.2648,553.3836,293.446708167725,0.04020870777177164,22.25083945809097,2.52599088,19.72484857809097,591.7454573427291,0.11352339693779445,0.045260008240701095,89.88198608420882,0.495900229611337,2017-05-23
664,2017-05-24,28644.375,458.978,193.03,5427.0,0.751783,0.8447,,3.2623,629.721769,293.446708167725,0.03934563767664733,24.776804560171406,2.52599088,22.250813680171404,667.5244104051421,0.10194982463802126,0.04629498784824401,89.95086539181712,0.43960446029175576,2017-05-24
665,2017-05-25,28835.15625,457.711,177.33,5465.0,0.751783,0.8447,,3.2818,581.9615940000001,293.446708167725,0.03944116381039513,22.953242560312667,2.52599088,20.427251680312665,612.8175504093799,0.1100494134265617,0.046167191418777405,89.41638983720061,0.4788484076079317,2017-05-25
666,2017-05-26,28967.5,456.542,162.83,5492.0,0.751783,0.8447,,3.2608,530.9560640000001,293.446708167725,0.03952834928384961,20.98781675217001,2.52599088,18.46182587217001,553.8547761651002,0.12035510457460176,0.04604927979600987,89.992243672634,0.5298260858190208,2017-05-26
667,2017-05-27,28771.71875,473.268,156.63,5439.0,0.751783,0.8447,,3.2608,510.739104,293.446708167725,0.038242698999636476,19.53204182161603,2.52599088,17.00605094161603,510.18152824848096,0.12932549003681204,0.04773635404956827,89.992243672634,0.5751809736725777,2017-05-27
668,2017-05-28,28823.28125,469.177,172.86,5453.0,0.751783,0.8447,,3.2608,563.6618880000001,293.446708167725,0.03854607270542578,21.726952116125567,2.52599088,19.200961236125565,576.0288370837669,0.11626071003881075,0.047323713802569146,89.992243672634,0.5094305862417293,2017-05-28
669,2017-05-29,29537.34375,487.713,194.17,5579.0,0.751783,0.8447,,3.2703,634.994151,293.446708167725,0.037141519941183414,23.584647921901333,2.52599088,21.058657041901334,631.7597112570401,0.10710318374752152,0.04919335438393699,89.73082230001069,0.4644910128628512,2017-05-29
670,2017-05-30,29819.375,513.217,228.58,5581.0,0.751783,0.8447,,3.2653,746.382274,293.446708167725,0.035620040491119845,26.586166821734107,2.52599088,24.06017594173411,721.8052782520233,0.09501147333262841,0.05176582489468394,89.86822287928368,0.40654552828756957,2017-05-30
671,2017-05-31,28748.4375,519.724,228.64,5412.0,0.751783,0.8447,,3.2431,741.502384,293.446708167725,0.034969756931023985,25.930158132254807,2.52599088,23.40416725225481,702.1250175676442,0.09741517452829926,0.05242215588642761,90.48339803512842,0.41794082367881685,2017-05-31
672,2017-06-01,28069.375,561.001,220.7,5276.0,0.751783,0.8447,,3.2301,712.88307,293.446708167725,0.03244690287236875,23.130847731646053,2.52599088,20.604856851646055,618.1457055493817,0.10920442299847537,0.05658557594885318,90.84756142773442,0.47472093639625307,2017-06-01
673,2017-06-02,26820.625,574.506,222.04,5087.0,0.751783,0.8447,,3.2395,719.29858,293.446708167725,0.031399412050049036,22.58555250043516,2.52599088,20.05956162043516,601.7868486130549,0.11184100455153052,0.057947762831210364,90.58395066143694,0.48762565822771803,2017-06-02
674,2017-06-03,27530.15625,575.748,224.3,5206.0,0.751783,0.8447,,3.2395,726.61985,293.446708167725,0.03142541364440104,22.834329348482637,2.52599088,20.30833846848264,609.2501540544791,0.11062251233438808,0.05807303762631497,90.58395066143694,0.4816522510743345,2017-06-03
675,2017-06-04,27228.75,597.678,244.96,5160.0,0.751783,0.8447,,3.2395,793.5479200000001,293.446708167725,0.030207839221508166,23.971367981922228,2.52599088,21.445377101922226,643.3613130576667,0.10537533285146478,0.060285015288669135,90.58395066143694,0.4561149422757136,2017-06-04
676,2017-06-05,27792.34375,599.656,247.75,5249.0,0.751783,0.8447,,3.2814,812.96685,293.446708167725,0.03021032134628846,24.55998978237989,2.52599088,22.033998902379892,661.0199670713968,0.10284983431924005,0.060484526999391275,89.4272896226382,0.44393017274171054,2017-06-05
677,2017-06-06,27481.25,615.097,264.26,5208.0,0.751783,0.8447,,3.2811,867.0634859999999,293.446708167725,0.02935153557025051,25.449644750994402,2.52599088,22.9236538709944,687.709616129832,0.09925446522790073,0.062041989246742424,89.43546620576178,0.42670147586292506,2017-06-06
678,2017-06-07,27770.78125,632.534,255.77,5239.0,0.751783,0.8447,,3.2741,837.416557,293.446708167725,0.028672446614445887,24.010781524635583,2.52599088,21.48479064463558,644.5437193390674,0.1052023599235318,0.06380077878155636,89.62667852775571,0.4552782059045323,2017-06-07
679,2017-06-08,27631.25,640.655,259.41,5209.0,0.751783,0.8447,,3.2832,851.694912,293.446708167725,0.0283289764430909,24.127645098748378,2.52599088,21.60165421874838,648.0496265624514,0.10469280651558639,0.06461990648771132,89.37826150332754,0.4528151797946388,2017-06-08
680,2017-06-09,27650.0,639.988,279.11,5214.0,0.751783,0.8447,,3.2734,913.638674,293.446708167725,0.028350531572466982,25.90214207306387,2.52599088,23.37615119306387,701.284535791916,0.09752053991807982,0.06455262928293293,89.64584473871967,0.41844172114297984,2017-06-09
681,2017-06-10,28158.75,662.233,335.95,5332.0,0.751783,0.8447,,3.2734,1099.69873,293.446708167725,0.02728483559356361,30.005099050500696,2.52599088,27.479108170500695,824.3732451150208,0.08418538714865029,0.0667963795382484,89.64584473871967,0.3559634060258491,2017-06-10
682,2017-06-11,27926.71875,682.857,339.68,5246.0,0.751783,0.8447,,3.2734,1111.908512,293.446708167725,0.0266729338362686,29.65786217255987,2.52599088,27.13187129255987,813.9561387767961,0.08517103712003572,0.06887662702153123,89.64584473871967,0.360519067536874,2017-06-11
683,2017-06-12,28100.625,676.331,394.66,5237.0,0.751783,0.8447,,3.298,1301.58868,293.446708167725,0.027144574595702405,35.33107101718183,2.52599088,32.805080137181825,984.1524041154547,0.07149488558587956,0.06821837958767243,88.97717045716342,0.2981720178100582,2017-06-12
684,2017-06-13,28276.09375,694.617,388.09,5272.0,0.751783,0.8447,,3.3202,1288.536418,293.446708167725,0.026418462059515584,34.04115047123711,2.52599088,31.515159591237108,945.4547877371133,0.07420403967058407,0.07006280382542018,88.38223846988886,0.3103762464094886,2017-06-13
685,2017-06-14,28268.75,713.189,343.84,5293.0,0.751783,0.8447,,3.283,1128.8267199999998,293.446708167725,0.025621762628078047,28.922530268071917,2.52599088,26.396539388071915,791.8961816421574,0.08733644174930591,0.07193607556026933,89.38370641721748,0.3705620950958542,2017-06-14
686,2017-06-15,28198.75,728.25,344.68,5305.0,0.751783,0.8447,,3.283,1131.58444,293.446708167725,0.024973125755291772,28.25920052285142,2.52599088,25.73320964285142,771.9962892855426,0.08938649477919207,0.07345520896531794,89.38370641721748,0.38011414334555976,2017-06-15
687,2017-06-16,28370.9375,737.125,353.61,5336.0,0.751783,0.8447,,3.2886,1162.8818460000002,293.446708167725,0.024678891790326646,28.6986352423693,2.52599088,26.172644362369297,785.179330871079,0.08801780498156747,0.07435038916383109,89.23149916916772,0.3737320846718861,2017-06-16
688,2017-06-17,28299.0625,761.53,368.1,5279.0,0.751783,0.8447,,3.2886,1210.53366,293.446708167725,0.02408475861051273,29.15541099100049,2.52599088,26.629420111000492,798.8826033300147,0.08663883629627815,0.07681200862802413,89.23149916916772,0.3673214399018569,2017-06-17
689,2017-06-18,28587.5,769.923,351.53,5347.0,0.751783,0.8447,,3.2886,1156.041558,293.446708167725,0.02375897105059567,27.466357909807513,2.52599088,24.94036702980751,748.2110108942253,0.09196672119014496,0.07765857171603775,89.23149916916772,0.39219779433212537,2017-06-18
690,2017-06-19,28632.96875,775.466,358.2,5334.0,0.751783,0.8447,,3.2969,1180.94958,293.446708167725,0.023684244469402635,27.969898558758363,2.52599088,25.443907678758364,763.3172303627509,0.09031104902627626,0.07821766848678235,89.00685740171828,0.3844361118748367,2017-06-19
691,2017-06-20,26709.375,847.174,350.53,4967.0,0.751783,0.8447,,3.3139,1161.621367,293.446708167725,0.021717302234370347,25.227282309041435,2.52599088,22.701291429041433,681.038742871243,0.10012933018530844,0.08545052276001959,88.5502604688509,0.4308810787042169,2017-06-20
692,2017-06-21,26150.78125,874.309,325.3,4898.0,0.751783,0.8447,,3.3241,1081.3297300000002,293.446708167725,0.020893435970395766,22.592693476640346,2.52599088,20.066702596640347,602.0010778992104,0.11180565445247781,0.088187504696544,88.27854401724527,0.4874521308030865,2017-06-21
693,2017-06-22,26533.28125,872.419,320.97,4944.0,0.751783,0.8447,,3.3356,1070.627532,293.446708167725,0.02104729613143377,22.533814712470086,2.52599088,20.007823832470088,600.2347149741026,0.11209779223941746,0.08799686913877613,87.97419000111674,0.48888659860399086,2017-06-22
694,2017-06-23,26102.5,881.532,326.85,4890.0,0.751783,0.8447,,3.3336,1089.58716,293.446708167725,0.02071782172636489,22.573872536216218,2.52599088,20.04788165621622,601.4364496864866,0.11189887228907873,0.08891605529641561,88.02697029269407,0.48790975059907193,2017-06-23
695,2017-06-24,26495.0,888.68,304.54,4939.0,0.751783,0.8447,,3.3336,1015.2145440000002,293.446708167725,0.020653250841341928,20.967480635010567,2.52599088,18.441489755010565,553.2446926503169,0.12047183559965774,0.08963704099320116,88.02697029269407,0.5304103447643925,2017-06-24
696,2017-06-25,26383.125,904.654,279.36,4926.0,0.751783,0.8447,,3.3336,931.2744960000001,293.446708167725,0.020256212678664044,18.86409425319167,2.52599088,16.33810337319167,490.14310119575015,0.13390469990747744,0.09124826448515035,88.02697029269407,0.5986959878693267,2017-06-25
697,2017-06-26,26699.0625,923.853,253.68,4965.0,0.751783,0.8447,,3.3122,840.238896,293.446708167725,0.019915114796238084,16.73345407010435,2.52599088,14.20746319010435,426.2238957031305,0.15095454108980907,0.09318477880979867,88.59570924694312,0.6884801887600261,2017-06-26
698,2017-06-27,26582.34375,930.359,286.14,5001.0,0.751783,0.8447,,3.3166,949.011924,293.446708167725,0.019547660173852954,18.550962591286368,2.52599088,16.02497171128637,480.7491513385911,0.13616494926179687,0.09384100893616786,88.47817287816588,0.6103946462529495,2017-06-27
699,2017-06-28,26642.65625,950.061,315.86,4961.0,0.751783,0.8447,,3.3024,1043.096064,293.446708167725,0.019340412477330694,20.173908131240136,2.52599088,17.647917251240138,529.4375175372041,0.12521078531573157,0.0958282585441798,88.85862044807564,0.5542612649227379,2017-06-28
700,2017-06-29,27008.90625,962.749,292.9,5027.0,0.751783,0.8447,,3.2946,964.9883399999999,293.446708167725,0.01909387013268008,18.42536204351053,2.52599088,15.899371163510528,476.98113490531586,0.13709314769690847,0.09710803841558653,89.06899416248558,0.6152165917966048,2017-06-29
701,2017-06-30,26856.25,972.009,280.68,5036.0,0.751783,0.8447,,3.3076,928.377168,293.446708167725,0.01877147035212269,17.427004484699626,2.52599088,14.901013604699626,447.0304081409888,0.14494693463915398,0.0980420517832746,88.71892253226659,0.65643567601597,2017-06-30
702,2017-07-01,26683.125,992.636,261.0,5009.0,0.751783,0.8447,,3.3076,863.2836,293.446708167725,0.018361348164529633,15.851050744328534,2.52599088,13.325059864328534,399.75179592985603,0.159357945460101,0.10012260186268086,88.71892253226659,0.7340722697321308,2017-07-01
703,2017-07-02,26712.34375,1002.208,283.99,5034.0,0.751783,0.8447,,3.3076,939.325324,293.446708167725,0.018115480042711702,17.016329160535705,2.52599088,14.490338280535704,434.71014841607115,0.14844511152606768,0.10108808522720682,88.71892253226659,0.6750399300245007,2017-07-02
704,2017-07-03,27131.25,1012.942,276.41,5052.0,0.751783,0.8447,,3.3009,912.4017690000001,293.446708167725,0.018139729680236104,16.550721449429226,2.52599088,14.024730569429225,420.74191708287674,0.15262119465415283,0.10217077415687895,88.89899971756945,0.6974506134360807,2017-07-03
705,2017-07-04,27365.78125,1027.254,269.05,5078.0,0.751783,0.8447,,3.3044,889.04882,293.446708167725,0.017949247329853507,15.957757158494411,2.52599088,13.431766278494411,402.9529883548323,0.1582923499155644,0.10361435939644176,88.80483844804654,0.7282405557179332,2017-07-04
706,2017-07-05,26760.3125,1022.956,266.0,4985.0,0.751783,0.8447,,3.3187,882.7742000000001,293.446708167725,0.01795469336306912,15.849940069828653,2.52599088,13.323949189828653,399.7184756948596,0.1593691123670796,0.10318084001692521,88.42218584618223,0.7341334614508507,2017-07-05
707,2017-07-06,26926.5625,1037.217,265.88,5046.0,0.751783,0.8447,,3.3058,878.946104,293.446708167725,0.017602443945923765,15.47159952714808,2.52599088,12.94560864714808,388.3682594144424,0.16326630453222588,0.10461928112238955,88.76722976820285,0.7555888027774612,2017-07-06
708,2017-07-07,27287.96875,1038.186,240.94,5084.0,0.751783,0.8447,,3.2889,792.427566,293.446708167725,0.01768884300694771,14.017126809351693,2.52599088,11.491135929351692,344.7340778805508,0.18020746436529028,0.104717019670261,89.22335983694396,0.8512262842474287,2017-07-07
